,Unnamed: 0,location,dates,license,description,tags,views,comments,text_final
5009,1477,"Singapore (SIN), Singapore",2019-03-08 11:30:11,1.0,"['syn', '.', 'gomphia', 'serrata', '.', 'telur', 'cicak', ';', 'ochnaceae', '.', 'if', 'you', ""'re"", 'using', 'any', 'of', 'my', 'pics', ',', 'just', 'drop', 'me', 'a', 'message', 'here', 'on', 'flickr', 'or', 'my', 'email', '.', 'thanks', '!']","['Campylospermum', 'serratum', 'Campylospermum serratum', 'Gomphia serrata', 'Gomphia', 'serrata', 'Ochnaceae', 'Aam', 'Alas', 'Amir burgang', 'Antimagas gimbaan', 'Bakan bitanag', 'Batu-batu', 'Biobi', 'Cenaga lampong', 'Guintalay', 'Keladang', 'Kelutak', 'Kolambang', 'Majang-majang', 'Malatangor', 'Melindingan', 'Mulak', 'Ondogong', 'Penaga lampong', 'Pinis', 'Posoon', 'Quintalai', 'Tampalanuk', 'Tengkejing kering', 'Tulangkara', 'Chinaga-lampong', 'Ladin', 'Mata Ketam', 'Mata Ketam Batu', 'Mata Pagar', 'Mata Pega', 'Otak Ketam', 'Telur Cicak']",23.0,0.0,"['syn', 'gomphia', 'serrata', 'telur', 'cicak', 'ochnaceae', 'use', 'pic', 'drop', 'message', 'flickr', 'email', 'thanks']"
5013,1481,"Palmerston North, New Zealand",1955-06-02 14:36:24,1.0,"['click', 'to', 'enlarge', '.', 'dual', 'controlled', 'aircraft', 'were', 'preferred', 'when', 'supply', 'dropping', 'at', 'low', 'altitude', ',', 'especially', 'over', 'the', 'jungles', 'of', 'malaysia', '.']","['RNZAF', 'B170', 'Bristol Freighter', 'Dual', 'cockpit']",662.0,0.0,"['click', 'enlarge', 'dual', 'control', 'aircraft', 'prefer', 'supply', 'drop', 'low', 'altitude', 'especially', 'jungle', 'malaysia']"
5017,1485,"Singapore (SIN), Singapore",2020-02-24 15:15:42,1.0,"['phyllanthaceae', '.', 'if', 'you', ""'re"", 'using', 'any', 'of', 'my', 'pics', ',', 'just', 'drop', 'me', 'a', 'message', 'here', 'on', 'flickr', 'or', 'my', 'email', '.', 'thanks', '!']","['Margaritaria', 'indica', 'Margaritaria indica', 'Phyllanthaceae']",42.0,0.0,"['phyllanthaceae', 'use', 'pic', 'drop', 'message', 'flickr', 'email', 'thanks']"
5032,1500,"Bucharest, Romania",2011-11-21 11:53:20,1.0,[],"['hybiscus', 'factory', 'production', 'unit', 'trandafir', 'japonez', 'flori', 'fabrica', 'voluntari', 'flowers']",4.0,0.0,[]
5034,1502,"Long Eaton, England",2020-05-14 17:18:00,1.0,[],"['YAKSTRANGLER', 'bridge', 'tree', 'pond', 'ATTENBOROUGH NATURE RESERVE']",12.0,0.0,[]
5036,1504,"Santa Coloma de Gramenet, Catalunya (Espanya)",2020-05-14 17:41:37,1.0,"['class', ':', 'insecta', '.', 'order', ':', 'lepidoptera', '.', 'superfamily', ':', 'papilionoidea', '.', 'family', ':', 'lycaenidae', '.', 'subfamily', ':', 'lycaeninae', '.', 'tribe', ':', 'polyommatini', '.']","['papallones', 'mariposas', 'butterflies', 'lepidòpters', 'lepidópteros', 'lepidoptera', 'Alòs de Balaguer']",48.0,0.0,"['class', 'insecta', 'order', 'lepidoptera', 'superfamily', 'papilionoidea', 'family', 'lycaenidae', 'subfamily', 'lycaeninae', 'tribe', 'polyommatini']"
5037,1505,"台北, 台灣",2020-05-14 00:07:53,1.0,"['olympus', 'digital', 'camera']",[],15.0,0.0,"['olympus', 'digital', 'camera']"
5038,1506,"Ottawa, Canada",2020-05-13 16:29:59,1.0,"['trout', 'lilies', '<', 'i', '>', '(', 'erythronium', 'americanum', ')', '<', '/i', '>', 'reference', ':', '<', 'a', 'href=', ""''"", 'https', ':', '//en.wikipedia.org/wiki/erythronium_americanum', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'en.wikipedia.org/wiki/erythronium_americanum', '<', '/a', '>']",[],9.0,0.0,"['trout', 'lily', 'erythronium', 'americanum', 'reference', 'http', 'noreferrer', 'nofollow']"
5053,1521,"brown deer, wi, United States",2020-05-08 23:25:11,1.0,"['view', 'on', 'instagram', '<', 'a', 'href=', ""''"", 'https', ':', '//instagr.am/p/b_84wxcnywn/', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'instagr.am/p/b_84wxcnywn/', '<', '/a', '>']","['Instagram', 'IFTTT']",151.0,0.0,"['view', 'instagram', 'http', 'noreferrer', 'nofollow']"
5060,1528,"Union City, California, USA",2007-12-30 23:14:30,1.0,"['winter', 'china', 'trip', '-', '12-2007']",[],8.0,0.0,"['winter', 'china', 'trip']"
5061,1529,"Union City, California, USA",2007-12-24 23:05:34,1.0,"['christmas', '-', '12-2007']",[],14.0,0.0,['christmas']
5063,1531,"台北, 台灣",2020-04-29 09:58:12,1.0,[],[],4.0,0.0,[]
5065,1533,"Birmingham, United Kingdom",2020-04-30 14:02:16,1.0,"['april', 'showers', 'at', 'curtis', 'gardens', '.', 'not', 'been', 'much', 'rain', 'under', 'lockdown', ',', 'then', 'the', 'last', 'three', 'days', 'of', 'april', '2020', 'raining', 'on', 'and', 'off', 'so', 'did', ""n't"", 'got', 'for', 'my', 'daily', 'walk', 'until', 'the', 'third', 'day', 'of', 'rain', '.', 'did', ""n't"", 'go', 'too', 'far', '.']","['Curtis Gardens', 'Fox Green Crescent', 'fox hollies', 'fox hollies rd', 'fox hollies rd, acocks green', 'acocks green', 'birmingham', 'west midlands', 'england', 'united kingdom', 'great britain', 'the hollies', 'tree', 'trees', 'Pemberley Rd', 'Ferris Grove', 'April Showers', 'rain', 'raining', 'lockdown', 'Daily Walk']",224.0,0.0,"['april', 'shower', 'curtis', 'garden', 'much', 'rain', 'lockdown', 'last', 'three', 'day', 'april', 'rain', 'get', 'daily', 'walk', 'third', 'day', 'rain', 'go', 'far']"
5070,1538,"Union City, California, USA",2013-06-23 16:17:23,1.0,"['phil', '&', 'amp', ';', 'mom', 'beijing', '-', '6-2013']",[],21.0,0.0,"['phil', 'amp', 'mom', 'beijing']"
5073,1541,Germany,2020-06-14 13:54:39,1.0,"['follow', 'me', 'on', 'instagram', ':', '<', 'a', 'href=', ""''"", 'https', ':', '//www.instagram.com/oapho/', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', '<', 'strong', '>', '@', 'oapho', '<', '/strong', '>', '<', '/a', '>']","['urbnloft', 'Photoshooting', 'photoshoot', 'urban', 'portrait', 'portraitphotography', 'girl', 'woman', 'young', 'smile', 'sensual', 'sexy', 'beautiful', 'beauty', 'editorial', 'edgy', 'barefoot', 'backdrop', 'chair', 'laughing', 'wetlook', 'studio', 'photostudio', 'fotostudio', 'skatersocks', 'coture', 'posing', 'sitting', 'cute', 'wonderful', 'oapho', 'bremen']",2734.0,0.0,"['follow', 'instagram', 'http', 'noreferrer', 'nofollow', 'strong', 'oapho']"
5076,1544,Portugal,2020-06-20 17:39:28,1.0,"['simões', 'de', 'almeida', '(', '1858-1916', ')', '-', '<', 'i', '>', 'portrait', '<', '/i', '>', 'in', 'a', 'sketch', 'book', '(', '1883', ')', '.', 'pencil', ',', 'india', 'ink', 'and', 'watercolour', 'on', 'paper', '.', 'in', 'the', 'collection', 'of', 'the', 'museu', 'nacional', 'de', 'arte', 'contemporânea', ',', 'lisbon', '.']","['Portugal', 'Lisbon', 'Lisboa', 'MNAC', 'Museu do Chiado', 'Museu Nacional de Arte Contemporânea', 'portrait', 'old man', 'beard', 'young man', 'red hat', 'Simões de Almeida']",690.0,1.0,"['simões', 'de', 'almeida', 'portrait', 'sketch', 'book', 'pencil', 'india', 'ink', 'watercolour', 'paper', 'collection', 'museu', 'nacional', 'de', 'arte', 'contemporânea', 'lisbon']"
5084,1552,"Near Chelmsford, England",2020-06-19 08:08:08,1.0,"['friday', ',', 'outbreaks', 'of', 'rain', '.', 'friday', ',', '19th', 'june', '2020.', 'the', 'summer', 'sky', '.', 'in', 'essex', '.', 'sunrise', '4.38', ',', 'sunset', '21.21.', 'and', 'the', 'weather', ':', 'rain', 'easing', 'later/some', 'sunny', 'spells', '.', 'feels', 'like', ':', '18°c/65°f', ',', '9:40am', 'bst', '.']","['Essex', 'Morning', 'Summer', 'June', '2020', '19th', 'Friday', 'Weather', 'Sky', 'Cloudy', 'Cool']",49.0,0.0,"['friday', 'outbreak', 'rain', 'friday', 'june', 'summer', 'sky', 'essex', 'sunrise', 'sunset', 'weather', 'rain', 'ease', 'sunny', 'spell', 'feel', 'like', 'bst']"
5085,1553,"Singapore (SIN), Singapore",2019-10-25 17:57:59,1.0,"['tembusu', 'bukit', ';', 'gentianaceae', '.', 'if', 'you', ""'re"", 'using', 'any', 'of', 'my', 'pics', ',', 'just', 'drop', 'me', 'a', 'message', 'here', 'on', 'flickr', 'or', 'my', 'email', '.', 'thanks', '!']","['Cyrtophyllum', 'giganteum', 'Cyrtophyllum giganteum', 'Giant Tembusu', 'Meriang', 'Riang-Riang', 'Tembusu Bukit', 'Tembusu Hutan', 'Tembusu Talang', 'Tembusu Tembaga', 'Gentianaceae']",21.0,0.0,"['tembusu', 'bukit', 'gentianaceae', 'use', 'pic', 'drop', 'message', 'flickr', 'email', 'thanks']"
5087,1555,"London, United Kingdom",2012-07-07 13:40:41,1.0,"['caio', 'foz', 'super', '-', 'agrale', 'ma', '12.0', '(', 'cummins', 'engine', ')']",[],69.0,0.0,"['caio', 'foz', 'super', 'agrale', 'cummins', 'engine']"
5089,1557,Brasilia,2020-06-10 16:18:18,1.0,"['brasília', ',', '10', 'de', 'junho', 'de', '2020.', 'padf', '.', 'colheita', 'de', 'milho', 'para', 'silagem', '.', 'lavoura', 'de', 'milho', '.', 'foto', ':', 'wenderson', 'araujo/trilux', '.']","['colheita', 'colheitadeira', 'milho', 'silagem']",3385.0,0.0,"['brasília', 'de', 'junho', 'de', 'padf', 'colheita', 'de', 'milho', 'para', 'silagem', 'lavoura', 'de', 'milho', 'foto', 'wenderson']"
5095,1563,"Esbjerg, Denmark",2020-06-14 18:01:23,1.0,"['built', 'up', 'to', 'ride', '.', 'frame', 'with', 'battle', 'scars', ',', 'manitou', 'rebuilt', 'with', 'steel', 'springs', '.', 'a', 'fun', 'ride', '...']","['Cannondale', 'M900', 'Vintage', 'Mountainbike']",244.0,0.0,"['build', 'ride', 'frame', 'battle', 'scar', 'manitou', 'rebuild', 'steel', 'spring', 'fun', 'ride']"
5096,1564,"Arnstadt, Deutschland",2019-05-14 14:32:15,1.0,"['bildrechte', ':', 'kulturbetrieb', 'arnstadt', 'fotograf', ':', 'sebastian', 'keßler']","['Arnstadt', 'Wald', 'Wandern']",149.0,0.0,"['bildrechte', 'kulturbetrieb', 'arnstadt', 'fotograf', 'sebastian', 'keßler']"
5097,1565,France,2020-06-15 18:29:37,1.0,"['plus', ""d'informations"", 'sur', ':', '<', 'a', 'href=', ""''"", 'http', ':', '//www.minimachines.net', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.minimachines.net', '<', '/a', '>', 'ac']",[],12.0,0.0,"['plus', 'sur', 'http', 'noreferrer', 'nofollow', 'ac']"
5099,1567,"Toronto, Canada",2019-10-29 09:53:54,1.0,[],[],3.0,0.0,[]
5104,1572,"New Taipei City, Taiwan",2020-05-26 18:10:04,1.0,['default'],"['花蓮市', '花蓮縣', '台湾']",10.0,0.0,['default']
5108,1576,"Sondershausen, Deutschland",2020-05-31 18:04:22,1.0,"['das', 'orangerieschloss', ',', 'auch', 'neue', 'orangerie', 'genannt', ',', 'ließ', 'friedrich', 'wilhelm', 'iv', '.', 'in', 'seiner', 'residenzstadt', 'potsdam', 'von', '1851', 'bis', '1864', 'auf', 'dem', 'bornstedter', 'höhenzug', ',', 'am', 'nordrand', 'der', 'parkanlage', 'sanssouci', ',', 'errichten', '.', 'nach', 'seinen', 'skizzen', 'fertigten', 'die', 'architekten', 'friedrich', 'august', 'stüler', 'und', 'ludwig', 'ferdinand', 'hesse', 'entwürfe', 'für', 'ein', 'gebäude', 'im', 'stil', 'der', 'italienischen', 'renaissance', '.', 'das', 'orangerieschloss', 'beherbergt', 'einen', 'gemäldesaal', 'mit', 'werkekopien', 'des', 'renaissancemalers', 'raffael', ',', 'ehemalige', 'gästeappartements', 'und', 'bedienstetenwohnungen', ',', 'die', 'zum', 'teil', 'musealen', 'zwecken', 'zur', 'verfügung', 'stehen', 'oder', 'vom', 'brandenburgischen', 'landeshauptarchiv', 'bezogen', 'sind', ',', 'und', 'hallen', 'zur', 'überwinterung', 'der', 'exotischen', 'kübelpflanzen', 'aus', 'der', 'parkanlage', 'sanssouci', '.', 'das', 'orangerieschloss', 'wird', 'von', 'der', 'stiftung', 'preußische', 'schlösser', 'und', 'gärten', 'berlin-brandenburg', '(', 'spsg', ')', 'verwaltet', 'und', 'steht', 'seit', '1990', 'als', 'weltkulturerbe', 'unter', 'dem', 'schutz', 'der', 'unesco', '.', 'the', 'orangery', 'palace', 'is', 'also', 'known', 'as', 'the', 'new', 'orangery', 'on', 'the', 'klausberg', ',', 'or', 'just', 'the', 'orangery', '.', 'it', 'was', 'built', 'by', 'the', 'romantic', 'on', 'the', 'throne', ',', 'friedrich', 'wilhelm', 'iv', ',', 'in', 'his', 'seat', 'of', 'potsdam', ',', 'brandenburg', ',', 'germany', ',', 'from', '1851', 'to', '1864', '.']","['Orangerieschloss', 'Neue Orangerie', 'Orangery Palace', 'Palacio de la Orangerie', ""Château de l'Orangerie"", 'Orangeriepaleis', 'Nowa Oranżeria', 'Palácio do Laranjal', 'Оранжерейный дворец', 'Orangerialinna', 'Orangerislottet', '橘園宮', 'Potsdam', 'Park Sanssouci', 'Sanssouci Park', 'Потсдам', 'Brandenburg', 'Deutschland', 'Germany']",9041.0,1.0,"['da', 'orangerieschloss', 'auch', 'neue', 'orangerie', 'genannt', 'ließ', 'friedrich', 'wilhelm', 'iv', 'seiner', 'residenzstadt', 'potsdam', 'von', 'bi', 'auf', 'dem', 'bornstedter', 'höhenzug', 'nordrand', 'd', 'parkanlage', 'sanssouci', 'errichten', 'nach', 'seinen', 'skizzen', 'fertigten', 'die', 'architekten', 'friedrich', 'august', 'stüler', 'und', 'ludwig', 'ferdinand', 'hesse', 'entwürfe', 'für', 'ein', 'gebäude', 'im', 'stil', 'der', 'italienischen', 'renaissance', 'das', 'orangerieschloss', 'beherbergt', 'einen', 'gemäldesaal', 'mit', 'werkekopien', 'des', 'renaissancemalers', 'raffael', 'ehemalige', 'gästeappartements', 'und', 'bedienstetenwohnungen', 'die', 'zum', 'teil', 'musealen', 'zwecken', 'zur', 'verfügung', 'stehen', 'oder', 'vom', 'brandenburgischen', 'landeshauptarchiv', 'bezogen', 'sind', 'und', 'hallen', 'zur', 'überwinterung', 'der', 'exotischen', 'kübelpflanzen', 'aus', 'der', 'parkanlage', 'sanssouci', 'das', 'orangerieschloss', 'wird', 'von', 'der', 'stiftung', 'preußische', 'schlösser', 'und', 'gärten', 'spsg', 'verwaltet', 'und', 'steht', 'seit', 'al', 'weltkulturerbe', 'unter', 'dem', 'schutz', 'der', 'unesco', 'orangery', 'palace', 'also', 'know', 'new', 'orangery', 'klausberg', 'orangery', 'build', 'romantic', 'throne', 'friedrich', 'wilhelm', 'iv', 'seat', 'potsdam', 'brandenburg', 'germany']"
