OTL_ID,TITLE,LICENSE,SUBJECT1,SUBJECT2,PUBLISHER,YEAR
1252,Introduction to Engineering Thermodynamics,Attribution-NonCommercial-ShareAlike,Engineering - Mechanical Engineering,Engineering - Chemical Engineering,BCcampus,2022
1254,Open Music Theory - Version 2,Attribution-ShareAlike,Education,Humanities - Arts,Oklahoma State University,
1255,Introduction to Implant Prosthodontics: A Case-Based Clinical Guide,Attribution-NonCommercial-ShareAlike,Medicine,,Kallipos Open Academic Editions,2022
1256,"How History is Made: A Student’s Guide to Reading, Writing, and Thinking in the Discipline",Attribution-NonCommercial-ShareAlike,Humanities - History,Humanities - History,Mavs Open Press,
1257,Using Open Educational Resources to Promote Social Justice,Attribution-NonCommercial,Social Sciences - Sociology,Education - Curriculum & Instruction,Association of College and Research Libraries,2022
1258,Intersections of Open Educational Resources and Information Literacy,Attribution-NonCommercial-ShareAlike,Education - Curriculum & Instruction,Education - Curriculum & Instruction,Association of College and Research Libraries,2022
1259,A Dam Good Argument - 1st Edition,Attribution,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Oregon State University,2022
1260,Part CM: Classical Mechanics,Attribution-NonCommercial-ShareAlike,Natural Sciences - Physics,Natural Sciences - Physics,Stony Brook University,2013
1261,Part EM: Classical Electrodynamics,Attribution-NonCommercial-ShareAlike,Natural Sciences - Physics,Natural Sciences - Physics,Stony Brook University,2013
1262,Part QM: Quantum Mechanics,Attribution-NonCommercial-ShareAlike,Natural Sciences - Physics,Natural Sciences - Physics,Stony Brook University,2013
1263,Part SM: Statistical Mechanics,Attribution-NonCommercial-ShareAlike,Natural Sciences - Physics,Natural Sciences - Physics,Stony Brook University,2013
1265,People Learning and Development,Attribution-NonCommercial,Student Success,Humanities,Kwantlen Polytechnic University,2021
1266,Applied Human Anatomy,Attribution,Medicine - Anatomy,Medicine - Anatomy,Virginia Tech Publishing,2022
1267,FYE 103 Career Exploration - 2nd Edition,Attribution,Student Success,,Bay College,2017
1268,Introduction to LGBTQ+ Studies: A Cross-Disciplinary Approach,Attribution,Social Sciences - Gender & Sexuality Studies,Social Sciences - Gender & Sexuality Studies,State University of New York Press,2022
1269,Project Management: Navigating the Complexity with a Systematic Approach,Attribution-NonCommercial,Business - Management,Business - Management,MSL Academic Endeavors,2022
1270,Introduction to Philosophy,Attribution,Humanities - Philosophy,Humanities - Philosophy,OpenStax,2022
1271,Intercultural Communication for the Community College (Second Edition) - Second Edition,Attribution-NonCommercial-ShareAlike,Social Sciences - Cultural & Ethnic Studies,Social Sciences - Cultural & Ethnic Studies,Open Oregon Educational Resources,2022
1273,Introduction to Human Sexuality,Attribution-NonCommercial-ShareAlike,Social Sciences - Gender & Sexuality Studies,Social Sciences - Gender & Sexuality Studies,Open Oregon Educational Resources,2022
1274,"The Path to Funding: The Artist’s Guide to Building Your Audience, Generating Income, and Realizing Career Sustainability",Attribution,Business - Entrepreneurship,Humanities - Arts,The Peabody Institute of The Johns Hopkins University,2022
1275,Elementary New Testament Greek,Attribution-NonCommercial-ShareAlike,Humanities - Religion,Humanities,Seattle Pacific University Library,2022
1276,Introduction to the Nonprofit Sector,Attribution-NonCommercial,Business,,Open Oregon Educational Resources,2022
1277,An Introduction to Logic: From Everyday Life to Formal Systems,Attribution-NonCommercial-ShareAlike,Humanities - Linguistics,Humanities - Linguistics,Smith College Open Educational Resources: Textbooks,2019
